"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32","fin46","fin47","fin48a","fin48b","fin48c","fin48d","fin48e","fin48f","fin49a","fin49b","fin49c","fin49d","fin49e","fin49f","fin50","fin51"
2024,"Pakistan","PAK","South Asia",155833628,111740281,0.513569290215426,2,41,2,2,2,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,2,1,1,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,2,2,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,111766807,1.44089499504701,2,32,3,4,1,2,1,1,1,1,1,1,1,4,4,4,0,1,1,1,1,1,1,2,2,,2,1,2,2,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,1,1,1,2,1,,,,2,1,1,1,1,2,1,2,2,,1,2,1,2,1,1,2,,2,1,2,1,,,1,2,1,1,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,2,2,,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,111769566,2.48419955626754,1,45,1,1,1,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,1,2,,,,3,1,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,2,1,1,2,2,2,2,1,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,111848835,1.00755911110222,2,38,2,4,1,2,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,2,3,2,,1,1,1,2,,,,,,,,,,,2,2,2,1,1,2,,,,,,,,,2,1,1,3,2,2,,1,1,1,1,1,2,1,2,2,1,,,,4,2,3,2,,,,1,1,2,,1,2,,1,1,1,1,2,1,1,1,,,1,2,1,1,,,2,2,,1,2,2,2,2,2,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,1,2,,2,1,,1,1,1,,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,111886409,1.46315088822628,1,35,1,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,1,1,1,1,2,2,,,,,,,,,1,1,1,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,1,2,1,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,2,1,1,1,2,2,1,1,7,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,111912188,1.0147837277758,2,23,2,5,2,2,0,0,0,0,1,0,4,3,4,4,0,4,3,0,2,,,,,,,,,,2,2,3,2,2,1,1,1,1,,,,,,,,,3,3,2,2,3,2,2,2,,2,,,,2,2,1,2,2,,1,,2,2,1,,,,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,1,2,2,2,2,2,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,1,1,1,1,1,2,2,,1,1,,1,1,4,,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112030462,1.71138259884262,2,34,1,3,1,1,0,0,0,0,1,1,4,4,4,2,0,2,1,0,2,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,,,,,2,1,2,1,1,1,2,2,,1,,,,,1,2,,2,,1,2,1,1,1,,,,2,1,2,2,,,,,,,,,,,2,,1,1,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112134998,0.446769103750129,2,45,1,5,1,2,1,0,1,0,0,1,4,4,4,4,0,1,3,1,1,2,2,1,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,3,1,2,,,,2,2,,4,2,2,,2,,2,,2,1,1,2,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,8,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112219320,0.390399922506024,1,40,1,5,1,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,3,3,3,1,2,,,,,,,,,3,3,3,1,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,8,8,2,1,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112410769,1.71138259884262,2,25,1,1,2,1,0,0,0,0,1,0,2,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,1,1,3,2,2,2,,,,,,,,,2,2,1,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,1,7,,1,2,,,,,,,,,,,2,,1,2,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,1,2,2,2,4,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112437325,0.517813165835169,2,30,3,4,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,2,,1,1,2,2,,,,,,,,,,,2,2,1,1,1,1,2,,,,,,,,1,1,1,1,2,1,,2,2,,2,2,1,1,1,1,2,,,,2,2,4,2,,,,1,2,,4,1,1,1,1,1,1,1,2,1,1,1,,,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112462814,1.27311322635042,1,25,1,3,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,3,2,2,2,2,,,,,,,,,2,2,2,2,3,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,3,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,8,8,2,1,8,2,97,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112511715,0.436364090606788,2,52,1,4,1,2,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,,,,,,,1,1,2,1,2,1,2,2,,2,,,,2,2,2,,2,,1,,2,2,1,,,,2,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,1,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112584645,0.621976686324849,1,25,1,4,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,3,2,2,2,1,2,2,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,3,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112592515,1.11669397001675,2,28,2,2,1,1,0,0,0,0,1,1,2,4,4,4,0,1,1,0,2,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,,,,,,,,,,,,2,2,1,,,,,2,2,,2,2,1,1,2,2,1,,,,2,1,1,2,,,,2,2,,4,1,2,,1,1,1,1,2,1,2,1,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,1,1,3,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112670196,1.26267908805699,1,40,1,4,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,2,1,2,1,1,2,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,2,2,1,1,1,,2,,2,1,1,,,,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,1,2,1,2,1,1,2,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112832981,2.24083137482365,1,22,1,3,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,3,2,3,2,1,1,2,,,,,,,,,3,3,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,2,1,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,1,1,1,4,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,8,2,1,8,2,2,5,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112931002,0.298154916730402,2,45,2,1,1,1,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,1,1,2,1,2,1,,,,,,,,,1,1,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,1,,,,3,1,4,1,1,1,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,1,2,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,112963848,1.13839421082097,2,25,3,5,2,1,1,0,1,1,0,1,4,4,4,4,0,1,1,1,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,2,1,,1,2,2,1,,1,2,,2,,2,2,2,2,2,,,2,1,3,4,2,,,,1,2,,3,1,2,,1,1,2,,2,1,1,2,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113044530,0.580871716510889,1,30,2,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,3,1,1,2,3,2,2,,,,,,,,,1,1,2,2,3,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,1,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,2,1,1,1,2,1,8,2,1,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113392774,1.56951280786621,1,40,1,3,1,2,1,0,1,0,1,0,2,1,4,4,0,2,3,1,2,2,1,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,1,1,2,,,,1,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,1,2,1,2,,,1,2,1,2,,,,,,4,0,2,1,2,2,2,2,2,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113551442,0.341013544154288,2,36,2,5,1,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,1,1,2,1,2,4,2,2,,,,,,,,,1,1,2,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,2,2,,1,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113598860,0.528433858168865,1,30,3,5,2,2,1,0,1,1,1,0,4,4,4,4,1,4,1,1,1,1,2,2,2,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,1,1,1,,2,2,2,2,,,,2,1,1,,2,1,2,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,4,1,1,2,1,2,2,1,,1,2,,1,1,1,1,1,2,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113623401,2.08579515258368,2,19,2,4,1,2,0,0,0,0,0,1,2,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,1,1,1,1,2,,,,,,,,,2,1,1,1,2,2,2,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,8,0,1,,,,,,,,,,,,,,2,2,1,1,,1,1,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113651446,0.54930144917378,2,20,2,4,1,1,0,1,1,1,1,1,4,4,4,4,0,2,3,1,2,,,,,,,,,,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,,,,,,,,,2,1,2,1,2,2,,2,2,,2,1,1,,2,1,2,,,,2,1,6,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,1,1,2,1,1,1,2,,2,1,,1,1,2,,1,1,1,2,2,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113698514,0.706467726328304,1,21,2,5,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,1,1,1,1,1,2,,,,,,,,,1,1,1,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,1,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,2,1,2,2,1,1,2,5,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113703293,0.719667649581881,2,47,2,3,1,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,,,,,2,2,2,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,2,1,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,
2024,"Pakistan","PAK","South Asia",155833628,113787941,0.786154406757509,1,40,3,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,1,2,3,1,1,2,2,,2,1,,1,2,,2,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
